Alp_Arslan,1029,1072,1029,1029,1072,1072,1,1,0,sultan,Old_regimes_in_/_of_Turkey,Turkey,Old_(before_year_1923_AD)_Turkey,Western Asia (Middle East Caucasus),,,44.108334,59.68111,1448862,Leadership,Nobility,Military
Akira_Kurosawa,1910,1998,1910,1910,1998,1998,,,0,film,Japan,Japan,Japan,Eastern Asia,35.6,139.73334,35.64639,139.65334,6623622,Culture,Culture-core
Anna_Kournikova,1981,,1981,1981,,,,,1,player,"Russia,'Russia'_'US',D:_'Russia'_'US'_can't_verifyB2_P:_'Russia',Eastern Europe,,,55.755833,37.61778,8225335,Sports/Games,Sports/Games,Culture-periphery
A._A._Milne,1882,1956,1882,1882,1956,1956,3,,0,writer,United_Kingdom_of_Great_Britain_and_Northern_Ireland,United_Kingdom,United_Kingdom,Western Europe,51.50722,-0.1275,51.1,0.11,3597928,Culture,Culture-core
Alvin_Toffler,1928,2016,1928,1928,2016,2016,,,0,education,US,US,US,Northern America,40.67,-73.94,34.05,-118.25,1068851,Discovery/Science,Academia,Culture-core
Albert_Speer,1905,1981,1905,1905,1981,1981,,,0,politician,Germany,Germany,Old_(before_year_1990_AD)_Germany,Western Europe,49.483612,8.463056,51.50722,-0.1275,6339834,Leadership,Politics,Culture-periphery
Ada_Lovelace,1815,1852,1815,1815,1852,1852,3,3,1,mathematician,"United_Kingdom_of_Great_Britain_and_Northern_Ireland,'United_Kingdom_of_Great_Britain_and_Ireland'_'United_Kingdom',D:_'United_Kingdom_of_Great_Britain_and_Ireland'_'United_Kingdom'_matchB1_P:_'England',Western Europe,,,51.50722,-0.1275,7074403,Discovery/Science,Academia,Explorer/Inventor/Developer
Albert_Camus,1913,1960,1913,1913,1960,1960,,,0,writer,France,France,France,Western Europe,36.68333,7.75,48.324444,3.0816667,11754231,Culture,Culture-core,Academia
Agatha_Christie,1890,1976,1890,1890,1976,1976,3,,1,playwright,"United_Kingdom_of_Great_Britain_and_Northern_Ireland,'United_Kingdom'_'United_Kingdom_of_Great_Britain_and_Ireland',D:_'United_Kingdom'_'United_Kingdom_of_Great_Britain_and_Ireland'_matchB1_P:_'England',Western Europe,,,50.4625,-3.5280557,16749807,Culture,Culture-core
Allen_Ginsberg,1926,1997,1926,1926,1997,1997,,,0,playwright,US,US,US,Northern America,40.915554,-74.163055,40.67,-73.94,4241184,Culture,Culture-core
Anatoly_Karpov,1951,,1951,1951,,,,,0,chess,"Former_Soviet_Union,'Soviet_Union'_'Russia',D:_'Soviet_Union'_'Russia'_matchB1_P:_'Russia',Eastern Europe,,,55.166668,59.666668,1969972,Sports/Games,Sports/Games,Politics
Aristophanes,-446,-385,-446,-446,-385,-385,0,0,0,writer,Old_regimes_in_/_of_Greece,Greece,Old_(before_year_1830_AD)_Greece,Southern Europe,37.979443,23.71611,37.979443,23.71611,2765582,Culture,Culture-core
Albert_Schweitzer,1875,1965,1875,1875,1965,1965,3,,0,theologian,"Germany,'Germany'_'France',D:_'Germany'_'France'_matchB1B2_P:_'Germany'_'France',Western Europe,,,48.139168,7.2608333,3611978,Discovery/Science,Academia,Culture-core
Anatole_France,1844,1924,1844,1844,1924,1924,3,,0,writer,France,France,France,Western Europe,48.85658,2.3518279,47.40278,0.6780556,1469521,Culture,Culture-core
André_Gide,1869,1951,1869,1869,1951,1951,3,,0,author,France,France,France,Western Europe,48.85658,2.3518279,48.85658,2.3518279,2388791,Culture,Culture-core
Avicenna,980,1037,980,980,1037,1037,1,1,0,philosopher,"Old_regimes_in_/_of_Iran,Buyid_dynasty",,Western Asia (Middle East Caucasus),,,,,10758070,Discovery/Science,Academia
Anaximander,-610,-546,-610,-610,-546,-546,0,0,0,philosopher,,Greece,Old_(before_year_1830_AD)_Greece,Southern Europe,37.531113,27.275557,37.531113,27.275557,3813289,Discovery/Science,Academia
Aleister_Crowley,1875,1947,1875,1875,1947,1947,3,,0,playwright,United_Kingdom_of_Great_Britain_and_Northern_Ireland,United_Kingdom,United_Kingdom,Western Europe,52.292,-1.537,50.85,0.57,10141898,Culture,Culture-core,Sports/Games
Alan_Turing,1912,1954,1912,1912,1954,1954,,,0,computer_scientist,United_Kingdom_of_Great_Britain_and_Northern_Ireland,United_Kingdom,United_Kingdom,Western Europe,51.5274,-0.1899,53.325,-2.239,28826338,Discovery/Science,Academia,Explorer/Inventor/Developer
Ashoka,-304,-232,-304,-304,-232,-232,0,0,0,emperor,Old_regimes_in_/_of_India,India,Old_(before_year_1947_AD)_India,South Asia incl. Indian Peninsula,25.61,85.14139,25.61,85.14139,11090283,Leadership,Nobility,Family
Alfonso_Cuarón,1961,,1961,1961,,,,,0,film,Mexico,Mexico,Mexico,Central America,19.419445,-99.14555,,,4237241,Culture,Culture-core
Antoninus_Pius,86,161,86,86,161,161,0,0,0,emperor,Roman_Empire,Roman_Empire,Roman_Empire,Southern Europe,41.67469,12.69758,,,2504984,Leadership,Nobility,Politics
Augustus,-63,14,-63,-63,14,14,0,0,0,emperor,Roman_Empire,Roman_Empire,Roman_Empire,Southern Europe,41.893055,12.482778,40.933334,14.533334,16724916,Leadership,Nobility,Politics
Arabian_Prince,1965,,1965,1965,,,,,0,rapper,US,US,US,Northern America,33.896667,-118.225,,,3860041,Culture,Culture-core
André-Marie_Ampère,1775,1836,1775,1775,1836,1836,3,3,0,physicist,France,France,France,Western Europe,45.75889,4.8413887,43.296665,5.376389,2277360,Discovery/Science,Academia
Ambrose,340,397,340,340,397,397,0,0,0,bishop,Roman_Empire,Roman_Empire,Roman_Empire,Southern Europe,49.756668,6.641389,45.46416,9.190336,2045570,Leadership,Religious,Academia
Ahab,-935,-852,-935,-935,-852,-852,0,0,0,king,,Israel,Old_(before_year_1948_AD)_Israel,Western Asia (Middle East Caucasus),,,32.5,36.016666,1058151,Leadership,Nobility,Politics
Antonio_Vivaldi,1678,1741,1678,1678,1741,1741,2,2,0,opera,Old_regimes_in_/_of_Italy,Italy,Old_(before_year_1861_AD)_Italy,Southern Europe,45.439724,12.331944,48.20833,16.373064,8701288,Culture,Culture-core
Abraham,,,,,,,,,0,prophet,,Israel,Israel,Western Asia (Middle East Caucasus),33.7,43.5,32.766666,35.333332,16018220,Leadership,Religious,Family
Absalom,,,32,32,-1000,-901,,,0,prince,Palestine,Palestine,Palestine,Western Asia (Middle East Caucasus),31.535,35.09861,,,1644083,Leadership,Nobility,Family
Alfred_Russel_Wallace,1823,1913,1823,1823,1913,1913,3,,0,mathematician,"United_Kingdom_of_Great_Britain_and_Northern_Ireland,'Wales'_'United_Kingdom_of_Great_Britain_and_Ireland',D:_'Wales'_'United_Kingdom_of_Great_Britain_and_Ireland'_matchB1_P:_'England',Western Europe,,,51.70361,-2.9019444,2210748,Discovery/Science,Academia,Explorer/Inventor/Developer
Ahmed_I,1590,1617,1590,1590,1617,1617,2,2,0,sultan,Old_regimes_in_/_of_Turkey,Turkey,Old_(before_year_1923_AD)_Turkey,Western Asia (Middle East Caucasus),38.633335,27.416666,41.013,28.984,15167292,Leadership,Nobility,Politics
Ahmed_II,1643,1695,1643,1643,1695,1695,2,2,0,son,Old_regimes_in_/_of_Turkey,Turkey,Old_(before_year_1923_AD)_Turkey,Western Asia (Middle East Caucasus),41.01,28.960278,41.678055,26.559444,1927678,Other,Family,Nobility
Ahmed_III,1673,1736,1673,1673,1736,1736,2,2,0,sultan,Old_regimes_in_/_of_Turkey,Turkey,Old_(before_year_1923_AD)_Turkey,Western Asia (Middle East Caucasus),43.566666,27.833334,41.01224,28.976019,2041871,Leadership,Nobility,Family
Agrippina_the_Younger,15,59,15,15,59,59,0,0,1,empress,,Germany,Old_(before_year_1990_AD)_Germany,Western Europe,50.942223,6.957778,40.78639,14.086389,1560927,Leadership,Nobility,Family
Alaric_I,376,410,376,376,410,410,0,0,0,sovereign,Visigoths,Germany,Old_(before_year_1990_AD)_Germany,Western Europe,45.7,26.5,39.3,16.25,1761551,Leadership,Nobility,Family
Albertus_Magnus,1206,1280,1206,1206,1280,1280,1,1,0,chemist,,Germany,Old_(before_year_1990_AD)_Germany,Western Europe,48.566666,10.433333,50.942223,6.957778,1539703,Discovery/Science,Academia,Religious
Alexander_III_of_Russia,1845,1894,1845,1845,1894,1894,3,3,0,aristocrat,Old_regimes_in_/_of_Russia,Russia,Old_(before_year_1990_AD)_Russia,Eastern Europe,59.932777,30.339722,44.467777,34.143612,7112088,Leadership,Nobility
Severus_Alexander,208,235,208,208,235,235,0,0,0,emperor,Roman_Empire,Roman_Empire,Roman_Empire,Southern Europe,34.5306,36.0468,50,8.27111,1221612,Leadership,Nobility,Politics
Alexios_I_Komnenos,1048,1118,1048,1048,1118,1118,1,1,0,emperor,Old_regimes_in_/_of_Turkey,Turkey,Old_(before_year_1923_AD)_Turkey,Western Asia (Middle East Caucasus),41.01224,28.976019,41.01224,28.976019,1030671,Leadership,Nobility,Family
Andrew_Jackson,1767,1845,1767,1767,1845,1845,3,3,0,statesman,US,US,US,Northern America,34.925865,-80.745895,36.214973,-86.61297,12229063,Leadership,Politics,Administration/Law
Andrew_Johnson,1808,1875,1808,1808,1875,1875,3,3,0,politician,US,US,US,Northern America,35.81889,-78.64472,36.336388,-82.23917,5997084,Leadership,Politics,Military
Aleksandr_Solzhenitsyn,1918,2008,1918,1918,2008,2008,,,0,writer,"Former_Soviet_Union,Russia",,Eastern Europe,,,,,5825931,Culture,Culture-core,Academia
Alfred_the_Great,849,899,849,849,899,899,1,1,0,king,United_Kingdom_of_Great_Britain_and_Northern_Ireland,United_Kingdom,United_Kingdom,Western Europe,51.4009,-1.3235,51.06333,-1.3086112,11566018,Leadership,Nobility,Family
Ibn_al-Haytham,965,1039,965,965,1039,1039,1,1,0,mathematician,,Iraq,Old_(before_year_1932_AD)_Iraq,Western Asia (Middle East Caucasus),30.48889,47.81,30.05611,31.239445,2643589,Discovery/Science,Academia
Afonso_I_of_Portugal,1109,1185,1109,1109,1185,1185,1,1,0,sovereign,Portugal,Portugal,Portugal,Southern Europe,41.445,-8.290833,40.20127,-8.407739,1176222,Leadership,Nobility
Alfonso_XII_of_Spain,1857,1885,1857,1857,1885,1885,3,3,0,king,Spain,Spain,Spain,Southern Europe,40.418888,-3.6919444,40.516666,-3.7666667,1960852,Leadership,Nobility,Politics
Alfonso_XIII_of_Spain,1886,1941,1886,1886,1941,1941,3,,0,sovereign,Spain,Spain,Spain,Southern Europe,40.418888,-3.6919444,41.893055,12.482778,3739509,Leadership,Nobility,Family
Abu_Bakr,573,634,573,573,634,634,1,1,0,prophet,Saudi_Arabia,Saudi_Arabia,Old_(before_year_1744_AD)_Saudi_Arabia,Western Asia (Middle East Caucasus),21.4225,39.82611,24.466667,39.6,6776389,Leadership,Religious,Politics
Anaxagoras,-500,-428,-500,-500,-428,-428,0,0,0,mathematician,,Greece,Old_(before_year_1830_AD)_Greece,Southern Europe,38.358166,26.767584,40.343887,26.68361,1808822,Discovery/Science,Academia
Anaximenes_of_Miletus,-585,-528,-585,-585,-528,-528,0,0,0,philosopher,,Greece,Old_(before_year_1830_AD)_Greece,Southern Europe,37.531113,27.275557,37.531113,27.275557,1978286,Discovery/Science,Academia
Alexander_Selkirk,1676,1721,1676,1676,1721,1721,2,2,0,sailor,"United_Kingdom_of_Great_Britain_and_Northern_Ireland,'Kingdom_of_Great_Britain'_'Scotland',D:_'Kingdom_of_Great_Britain'_'Scotland'_matchB1_P:_'Scotland'_'England',Western Europe,,,56.214,-2.941,1283341,Discovery/Science,Explorer/Inventor/Developer,Military
Arnold_Schwarzenegger,1947,,1947,1947,,,,,0,actor,"Austria,'Austria'_'US',D:_'Austria'_'US'_matchB1B2_P:_'Austria'_'US',Western Europe,,,47.078335,15.354167,49880844,Culture,Culture-core,Corporate/Executive/Business (large)
Adam_Smith,1723,1790,1723,1723,1790,1790,2,3,0,economist,United_Kingdom_of_Great_Britain_and_Northern_Ireland,United_Kingdom,United_Kingdom,Western Europe,56.11073,-3.1673694,55.95,-3.1988888,12539137,Discovery/Science,Academia,Culture-core
Antoine_Lavoisier,1743,1794,1743,1743,1794,1794,2,3,0,chemist,"France,'Kingdom_of_France'_'French_First_Republic',D:_'Kingdom_of_France'_'French_First_Republic'_matchB1_P:_'France',Western Europe,,,48.85658,2.3518279,7185499,Discovery/Science,Academia
Amitabh_Bachchan,1942,,1942,1942,,,,,0,actor,"India,'India'_'British_Raj',D:_'India'_'British_Raj'_matchB1_P:_'India',South Asia incl. Indian Peninsula,,,25.45,81.85,14309014,Culture,Culture-core
Archimedes,-287,-212,-287,-287,-212,-212,0,0,0,mathematician,,Greece,Old_(before_year_1830_AD)_Greece,Southern Europe,37.083332,15.283334,37.083332,15.283334,13333760,Discovery/Science,Academia,Explorer/Inventor/Developer
Alessandro_Volta,1745,1827,1745,1745,1827,1827,2,3,0,physicist,"Old_regimes_in_/_of_Italy,Holy_Roman_Empire,Italy,Southern Europe,,,,,4148446,Discovery/Science,Academia,Explorer/Inventor/Developer
Alexander_Fleming,1881,1955,1881,1881,1955,1955,3,,0,bacteriologist,United_Kingdom_of_Great_Britain_and_Northern_Ireland,United_Kingdom,United_Kingdom,Western Europe,55.61,-4.28088,51.50722,-0.1275,7215523,Discovery/Science,Academia
Andrew_Carnegie,1835,1919,1835,1835,1919,1919,3,,0,industrialist,US,US,US,Northern America,56.07139,-3.4616666,42.356388,-73.28528,6337346,Leadership,Corporate/Executive/Business (large),Other
Abel_Tasman,1603,1659,1603,1603,1659,1659,2,2,0,explorer,Netherlands,Netherlands,Netherlands,Western Europe,53.233334,6.2577777,-6.21462,106.84513,1428804,Discovery/Science,Explorer/Inventor/Developer
Alvar_Aalto,1898,1976,1898,1898,1976,1976,3,,0,architect,Finland,Finland,Finland,Northern Europe,62.808334,23.508333,60.173332,24.94861,1652696,Culture,Culture-periphery
Aeschylus,-525,-456,-525,-525,-456,-456,0,0,0,writer,Old_regimes_in_/_of_Greece,Greece,Old_(before_year_1830_AD)_Greece,Southern Europe,38.04139,23.545279,37.066666,14.25,4010743,Culture,Culture-core
Andrew_Wiles,1953,,1953,1953,,,,,0,mathematician,United_Kingdom_of_Great_Britain_and_Northern_Ireland,United_Kingdom,United_Kingdom,Western Europe,52.208057,0.1225,,,1846091,Discovery/Science,Academia
Anne_Brontë,1820,1849,1820,1820,1849,1849,3,3,1,writer,United_Kingdom_of_Great_Britain_and_Northern_Ireland,United_Kingdom,United_Kingdom,Western Europe,53.7898,-1.8504,54.283333,-0.4,1462938,Culture,Culture-core
Augustine_of_Hippo,354,430,354,354,430,430,0,0,0,philosopher,Roman_Empire,Roman_Empire,Roman_Empire,Southern Europe,,,36.9,7.766667,12987947,Discovery/Science,Academia,Religious
Amerigo_Vespucci,1454,1512,1454,1454,1512,1512,1,2,0,explorer,France,Italy,Old_(before_year_1861_AD)_Italy,Southern Europe,43.77139,11.254167,37.383335,-5.983333,7759191,Discovery/Science,Explorer/Inventor/Developer,Corporate/Executive/Business (large)
Antonio_Canova,1757,1822,1757,1757,1822,1822,3,3,0,sculptor,Old_regimes_in_/_of_Italy,Italy,Old_(before_year_1861_AD)_Italy,Southern Europe,45.85,11.883333,45.439724,12.331944,1386137,Culture,Culture-core
Auguste_Rodin,1840,1917,1840,1840,1917,1917,3,,0,sculptor,France,France,France,Western Europe,48.85658,2.3518279,48.8075,2.2402778,4358129,Culture,Culture-core
Adam_Weishaupt,1748,1830,1748,1748,1830,1830,2,3,0,philosopher,Germany,Germany,Old_(before_year_1990_AD)_Germany,Western Europe,48.76361,11.426111,50.94889,10.718333,1503123,Discovery/Science,Academia,Administration/Law
Aaliyah,1979,2001,1979,1979,2001,2001,,,1,actor,US,US,US,Northern America,40.69278,-73.99028,26.4,-77.17,14729841,Culture,Culture-core
Anton_Drexler,1884,1942,1884,1884,1942,1942,3,,0,politician,Germany,Germany,Old_(before_year_1990_AD)_Germany,Western Europe,48.137196,11.5755,48.137196,11.5755,1321458,Leadership,Politics,Worker/Business (small)
Ahmad_Shah_Massoud,1953,2001,1953,1953,2001,2001,,,0,militar,Afghanistan,Afghanistan,Afghanistan,South Asia incl. Indian Peninsula,35.316666,69.55,36.7,69.8,2411160,Leadership,Military,Politics
Antonio_Salieri,1750,1825,1750,1750,1825,1825,2,3,0,composer,"Old_regimes_in_/_of_Italy,Italy",Austria,Southern Europe,,,,,3868513,Culture,Culture-core,Academia
Arthur_Miller,1915,2005,1915,1915,2005,2005,,,0,playwright,US,US,US,Northern America,40.67,-73.94,41.6,-72.7,5695063,Culture,Culture-core
Anita_Hill,1956,,1956,1956,,,,,1,professor,US,US,US,Northern America,35.5925,-95.748055,,,4214165,Discovery/Science,Academia,Administration/Law
Albert_Pike,1809,1891,1809,1809,1891,1891,3,3,0,judge,US,US,US,Northern America,42.357777,-71.06167,38.895,-77.03667,1276281,Leadership,Administration/Law,Culture-core
Abdul_Rashid_Dostum,1954,,1954,1954,,,,,0,militar,Afghanistan,Afghanistan,Afghanistan,South Asia incl. Indian Peninsula,36.75,66,,,1488165,Leadership,Military,Politics
Alois_Alzheimer,1864,1915,1864,1864,1915,1915,3,,0,psychiatrist,Germany,Germany,Old_(before_year_1990_AD)_Germany,Western Europe,49.65,10.166667,51.10773,17.03533,1125195,Discovery/Science,Academia
Anthony_Hopkins,1937,,1937,1937,,,,,0,film,"United_Kingdom_of_Great_Britain_and_Northern_Ireland,United_Kingdom_of_Great_Britain_and_Northern_Ireland",US,Western Europe,,,,,17601660,Culture,Culture-core
Ardal_O'Hanlon,1965,,1965,1965,,,,,0,actor,Ireland,Ireland,Ireland,Western Europe,53.9706,-6.7149,,,1133073,Culture,Culture-core
Albrecht_Dürer,1471,1528,1471,1471,1528,1528,1,2,0,painter,Duchy_of_Bavaria,Germany,Old_(before_year_1990_AD)_Germany,Western Europe,49.452778,11.077778,49.452778,11.077778,5677862,Culture,Culture-core,Academia
Aurangzeb,1618,1707,1618,1618,1707,1707,2,2,0,sovereign,Old_regimes_in_/_of_India,India,Old_(before_year_1947_AD)_India,South Asia incl. Indian Peninsula,22.52,74.15,19.083334,74.73333,4873177,Leadership,Nobility,Family
Alberto_Giacometti,1901,1966,1901,1901,1966,1966,,,0,sculptor,"Switzerland,'Switzerland'_'France',D:_'Switzerland'_'France'_can't_verifyB2_P:_'Switzerland',Western Europe,,,46.35,9.6,2207696,Culture,Culture-core
Anton_Chekhov,1860,1904,1860,1860,1904,1904,3,,0,playwright,Old_regimes_in_/_of_Russia,Russia,Old_(before_year_1990_AD)_Russia,Eastern Europe,47.233334,38.9,47.801666,7.6719446,9771134,Culture,Culture-core,Academia
Alexander_Kerensky,1881,1970,1881,1881,1970,1970,3,,0,politician,Old_regimes_in_/_of_Russia,Russia,Soviet_Union,Eastern Europe,54.316666,48.366665,40.67,-73.94,3190282,Leadership,Politics,Administration/Law
André_the_Giant,1946,1993,1946,1946,1993,1993,,,0,wrestler,France,France,France,Western Europe,45.186943,5.726389,48.85658,2.3518279,14433726,Sports/Games,Sports/Games,Culture-core
Abd_al-Rahman_I,731,788,731,731,788,788,1,1,0,politician,Spain,Spain,Old_(before_year_1479_AD)_Spain,Southern Europe,33.513054,36.291943,37.883335,-4.766667,1139990,Leadership,Politics,Nobility
Abdülaziz,1830,1876,1830,1830,1876,1876,3,3,0,sultan,Old_regimes_in_/_of_Turkey,Turkey,Old_(before_year_1923_AD)_Turkey,Western Asia (Middle East Caucasus),41.01,28.960278,41.01,28.960278,1920156,Leadership,Nobility,Politics
Abdul_Hamid_I,1725,1789,1725,1725,1789,1789,2,3,0,sultan,"Turkey,'Turkey'_'Ottoman_Empire',D:_'Turkey'_'Ottoman_Empire'_matchB1_P:_'Turkey',Western Asia (Middle East Caucasus),,,41.01224,28.976019,1430230,Leadership,Nobility,Family
Amy_Grant,1960,,1960,1960,,,,,1,singer,US,US,US,Northern America,33.47,-81.975,,,2432545,Culture,Culture-core
Anders_Celsius,1701,1744,1701,1701,1744,1744,2,2,0,astronomer,Sweden,Sweden,Sweden,Northern Europe,59.849762,17.638947,59.849762,17.638947,1652321,Discovery/Science,Academia
Adam_Carolla,1964,,1964,1964,,,,,0,comedian,US,US,US,Northern America,34.05,-118.25,,,1380979,Culture,Culture-core,Culture-periphery
Andrei_Sakharov,1921,1989,1921,1921,1989,1989,,,0,physicist,"Former_Soviet_Union,'Russian_Soviet_Federative_Socialist_Republic'_'Soviet_Union',D:_'Russian_Soviet_Federative_Socialist_Republic'_'Soviet_Union'_matchB1_P:_'Russia',Eastern Europe,,,55.755833,37.61778,2692700,Discovery/Science,Academia,Politics
Aung_San_Suu_Kyi,1945,,1945,1945,,,,,1,politician,Myanmar,Myanmar,Myanmar,SouthEast Asia,16.8,96.15,,,9101234,Leadership,Politics
Andrzej_Sapkowski,1948,,1948,1948,,,,,0,writer,Poland,Poland,Poland,Eastern Europe,51.776943,19.454721,,,3364776,Culture,Culture-core
Alex_Lifeson,1953,,1953,1953,,,,,0,composer,Canada,Canada,Canada,Northern America,49.5042,-115.063,,,1157239,Culture,Culture-core
Amr_Diab,1961,,1961,1961,,,,,0,singer,Egypt,Egypt,Egypt,North Africa,31.25,32.283333,,,2512352,Culture,Culture-core
Anaïs_Nin,1903,1977,1903,1903,1977,1977,,,1,writer,US,US,US,Northern America,48.887222,2.2675,34.05,-118.25,2290609,Culture,Culture-core
Ariel_Sharon,1928,2014,1928,1928,2014,2014,,,0,politician,"Israel,'Israel'_'Mandatory_Palestine',D:_'Israel'_'Mandatory_Palestine'_mismatchB1_P:_'England',Western Europe,,,32.1679,34.895096,4030994,Leadership,Politics,Military
Albert_Brooks,1947,,1947,1947,,,,,0,actor,US,US,US,Northern America,34.073055,-118.399445,,,3207621,Culture,Culture-core
Akira_Toriyama,1955,,1955,1955,,,,,0,manga,Japan,Japan,Japan,Eastern Asia,35.116665,136.93333,,,5842301,Culture,Culture-core,Culture-periphery
Adolphe_Sax,1814,1894,1814,1814,1894,1894,3,3,0,music,Belgium,Belgium,Belgium,Western Europe,50.25639,4.913611,48.85658,2.3518279,3105985,Culture,Culture-core,Explorer/Inventor/Developer
Al_Capone,1899,1947,1899,1899,1947,1947,3,,0,gangster,US,US,US,Northern America,40.69278,-73.99028,25.77998,-80.162346,22428874,Other,Other
Athanasius_of_Alexandria,295,373,295,295,373,373,0,0,0,priest,"Egypt,'Egypt'_'Byzantine_Empire',D:_'Egypt'_'Byzantine_Empire'_mismatchB2_P:_'Egypt'_'Greece',North Africa,,,31.2,29.916666,1288931,Leadership,Religious,Academia
Anthony_the_Great,251,357,251,251,357,357,0,0,0,monk,Egypt,Egypt,Old_(before_year_1922_AD)_Egypt,North Africa,29.085556,30.934444,25.720556,32.61028,2296772,Leadership,Religious
Arlo_Guthrie,1947,,1947,1947,,,,,0,singer,US,US,US,Northern America,40.57389,-73.97806,,,1564251,Culture,Culture-core
Bill_Clinton,1946,,1946,1946,,,,,0,politician,US,US,US,Northern America,33.667778,-93.592224,,,33340624,Leadership,Politics,Administration/Law
Britney_Spears,1981,,1981,1981,,,,,1,singer,US,US,US,Northern America,31.244473,-90.47159,,,27007422,Culture,Culture-core
Gautama_Buddha,-566,-452,-566,-566,-452,-452,0,0,0,philosopher,Old_regimes_in_/_of_Nepal,Nepal,Old_(before_year_1768_AD)_Nepal,South Asia incl. Indian Peninsula,27.4814,83.275826,26.740278,83.888885,23846216,Discovery/Science,Academia,Religious
Baruch_Spinoza,1632,1677,1632,1632,1677,1677,2,2,0,philosopher,Netherlands,Netherlands,Netherlands,Western Europe,52.383335,4.9,52.084167,4.3175,7750375,Discovery/Science,Academia
Bjarne_Stroustrup,1950,,1950,1950,,,,,0,computer_scientist,"Denmark,'Denmark'_'US',D:_'Denmark'_'US'_can't_verifyB2_P:_'Denmark',Northern Europe,,,56.156387,10.2097225,1199284,Discovery/Science,Academia,Explorer/Inventor/Developer
Björn_Ulvaeus,1945,,1945,1945,,,,,0,singer,Sweden,Sweden,Sweden,Northern Europe,57.671707,11.980967,,,3822915,Culture,Culture-core
Benny_Andersson,1946,,1946,1946,,,,,0,singer,Sweden,Sweden,Sweden,Northern Europe,59.329445,18.068611,,,3863597,Culture,Culture-core
Bill_Gates,1955,,1955,1955,,,,,0,entrepreneur,US,US,US,Northern America,47.6,-122.316666,,,43643716,Leadership,Corporate/Executive/Business (large),Other
Bal_Thackeray,1926,2012,1926,1926,2012,2012,,,0,politician,"India,'India'_'British_Raj',D:_'India'_'British_Raj'_mismatchB2_P:_'India'_'England',South Asia incl. Indian Peninsula,,,18.966667,72.833336,2218975,Leadership,Politics,Culture-periphery
Brigitte_Bardot,1934,,1934,1934,,,,,1,actor,France,France,France,Western Europe,48.85658,2.3518279,,,10449316,Culture,Culture-core,Culture-periphery
